unit,cycle,y_true,y_pred,abs_err
28,72,93,168.57481,75.57481000000001
28,73,92,162.09486,70.09486000000001
28,74,91,162.61496,71.61496
28,75,90,172.8571,82.8571
28,76,89,154.80223,65.80223000000001
28,77,88,169.03825,81.03825
28,78,87,176.6707,89.67070000000001
28,79,86,157.83386,71.83385999999999
28,80,85,148.60031,63.60031000000001
28,81,84,161.81566,77.81566000000001
28,82,83,170.90689,87.90689
28,83,82,162.10838,80.10838000000001
28,84,81,164.7193,83.7193
28,85,80,145.49213,65.49213
28,86,79,135.77394,56.77394000000001
28,87,78,127.35646,49.35646
28,88,77,125.58715,48.587149999999994
28,89,76,136.99348,60.993480000000005
28,90,75,115.7647,40.764700000000005
28,91,74,115.07889,41.07889
28,92,73,106.061,33.06100000000001
28,93,72,115.29584,43.29584
28,94,71,108.49139,37.491389999999996
28,95,70,89.59471,19.594710000000006
28,96,69,99.02536,30.025360000000006
28,97,68,111.408646,43.408646000000005
28,98,67,94.763336,27.763335999999995
28,99,66,95.7471,29.747100000000003
28,100,65,84.33771,19.33771
28,101,64,94.562294,30.562293999999994
28,102,63,75.26776,12.267759999999996
28,103,62,75.04422,13.044219999999996
28,104,61,68.01911,7.019109999999998
28,105,60,66.250694,6.250693999999996
28,106,59,60.78518,1.7851799999999969
28,107,58,59.8893,1.8892999999999986
28,108,57,54.429104,2.5708959999999976
28,109,56,61.604248,5.604247999999998
28,110,55,60.165844,5.165844
28,111,54,59.031628,5.031627999999998
28,112,53,54.587624,1.5876239999999981
28,113,52,50.23553,1.7644700000000029
28,114,51,55.010406,4.010406000000003
28,115,50,54.108498,4.108497999999997
28,116,49,54.72074,5.720739999999999
28,117,48,59.08916,11.08916
28,118,47,58.226616,11.226616
28,119,46,54.584034,8.584034000000003
28,120,45,57.37129,12.371290000000002
28,121,44,48.20926,4.2092600000000004
28,122,43,52.47525,9.475250000000003
28,123,42,51.41716,9.417160000000003
28,124,41,52.54906,11.549059999999997
28,125,40,50.94493,10.94493
28,126,39,55.712612,16.712612
28,127,38,48.667473,10.667473000000001
28,128,37,47.85302,10.85302
28,129,36,46.008743,10.008743000000003
28,130,35,46.53683,11.536830000000002
28,131,34,47.09222,13.092219999999998
28,132,33,46.0122,13.0122
28,133,32,44.23794,12.237940000000002
28,134,31,45.513992,14.513992000000002
28,135,30,42.62431,12.624310000000001
28,136,29,38.962254,9.962254000000001
28,137,28,41.74277,13.74277
28,138,27,37.33182,10.33182
28,139,26,34.972782,8.972782000000002
28,140,25,33.14459,8.14459
28,141,24,34.251472,10.251472
28,142,23,27.607649,4.6076489999999986
28,143,22,26.365824,4.365824
28,144,21,27.322504,6.322503999999999
28,145,20,25.15276,5.152760000000001
28,146,19,23.076893,4.076892999999998
28,147,18,22.860052,4.860052
28,148,17,19.37524,2.3752400000000016
28,149,16,20.645788,4.645788
28,150,15,20.508364,5.508364
28,151,14,16.564684,2.5646839999999997
28,152,13,16.195576,3.195575999999999
28,153,12,15.600094,3.6000940000000003
28,154,11,13.543311,2.543310999999999
28,155,10,13.048478,3.0484779999999994
28,156,9,13.68893,4.688929999999999
28,157,8,13.127304,5.1273040000000005
28,158,7,14.256104,7.2561040000000006
28,159,6,11.968908,5.968908000000001
28,160,5,11.122679,6.122679
28,161,4,8.301578,4.301577999999999
28,162,3,7.3939147,4.3939147
28,163,2,7.1991777,5.1991777
28,164,1,6.9577255,5.9577255
28,165,0,5.58048,5.58048
