unit,cycle,y_true,y_pred,abs_err
69,242,120,106.50851,13.491489999999999
69,243,119,107.518684,11.481316000000007
69,244,118,97.54052,20.45948
69,245,117,109.16878,7.831220000000002
69,246,116,99.494896,16.505104000000003
69,247,115,93.727356,21.272644
69,248,114,94.66385,19.336150000000004
69,249,113,95.155426,17.844573999999994
69,250,112,86.99309,25.006910000000005
69,251,111,103.40435,7.595650000000006
69,252,110,97.51526,12.484740000000002
69,253,109,95.64352,13.356480000000005
69,254,108,86.484146,21.515854000000004
69,255,107,80.81072,26.189279999999997
69,256,106,79.42769,26.57231
69,257,105,72.83941,32.16059
69,258,104,74.460304,29.539696000000006
69,259,103,68.17755,34.82245
69,260,102,68.353745,33.646255
69,261,101,73.914604,27.085396000000003
69,262,100,80.0921,19.907899999999998
69,263,99,76.30897,22.691029999999998
69,264,98,75.08004,22.919960000000003
69,265,97,70.88408,26.115920000000003
69,266,96,70.5175,25.4825
69,267,95,67.131355,27.868645
69,268,94,70.92943,23.070570000000004
69,269,93,74.73558,18.26442
69,270,92,65.91715,26.082849999999993
69,271,91,65.15197,25.848029999999994
69,272,90,66.866585,23.133415
69,273,89,57.025608,31.974392
69,274,88,62.284008,25.715992
69,275,87,58.318336,28.681663999999998
69,276,86,58.93478,27.065219999999997
69,277,85,54.40636,30.59364
69,278,84,61.079586,22.920414
69,279,83,56.07399,26.926009999999998
69,280,82,53.596493,28.403506999999998
69,281,81,52.74295,28.25705
69,282,80,52.15985,27.84015
69,283,79,52.845875,26.154125
69,284,78,54.363434,23.636566000000002
69,285,77,43.70694,33.29306
69,286,76,57.12932,18.87068
69,287,75,59.929676,15.070324
69,288,74,53.370983,20.629016999999997
69,289,73,52.50331,20.49669
69,290,72,50.699776,21.300224
69,291,71,45.710865,25.289135
69,292,70,39.706905,30.293095
69,293,69,41.52938,27.470619999999997
69,294,68,34.112514,33.887486
69,295,67,39.45965,27.540349999999997
69,296,66,42.77439,23.225610000000003
69,297,65,43.220448,21.779552000000002
69,298,64,40.56639,23.43361
69,299,63,42.559753,20.440247
69,300,62,44.486866,17.513134
69,301,61,44.93825,16.061750000000004
69,302,60,40.224907,19.775093
69,303,59,41.157066,17.842934
69,304,58,42.72632,15.273679999999999
69,305,57,49.574123,7.425877
69,306,56,44.38224,11.617759999999997
69,307,55,43.67937,11.320630000000001
69,308,54,48.80188,5.198120000000003
69,309,53,43.62708,9.37292
69,310,52,43.38059,8.619410000000002
69,311,51,43.47662,7.523380000000003
69,312,50,37.09552,12.90448
69,313,49,34.454533,14.545467000000002
69,314,48,30.396282,17.603718
69,315,47,29.468092,17.531908
69,316,46,29.249483,16.750517
69,317,45,34.449306,10.550694
69,318,44,35.53822,8.461779999999997
69,319,43,32.9307,10.069299999999998
69,320,42,31.871,10.129000000000001
69,321,41,32.165768,8.834232
69,322,40,25.077948,14.922052
69,323,39,23.403805,15.596195000000002
69,324,38,23.478369,14.521631
69,325,37,25.25765,11.742349999999998
69,326,36,21.979269,14.020731000000001
69,327,35,20.772865,14.227135
69,328,34,23.226908,10.773091999999998
69,329,33,20.501364,12.498636000000001
69,330,32,20.737667,11.262333000000002
69,331,31,20.653355,10.346644999999999
69,332,30,16.332006,13.667994
69,333,29,17.761763,11.238237000000002
69,334,28,13.599859,14.400141
69,335,27,17.761919,9.238081000000001
69,336,26,16.609919,9.390080999999999
69,337,25,19.281021,5.718979000000001
69,338,24,17.910255,6.089745000000001
69,339,23,20.470877,2.5291229999999985
69,340,22,15.887128,6.112871999999999
69,341,21,15.822315,5.177685
69,342,20,15.086528,4.9134720000000005
69,343,19,14.92459,4.07541
69,344,18,13.280199,4.719801
69,345,17,11.270327,5.729673
69,346,16,9.9685335,6.0314665000000005
69,347,15,11.168397,3.8316029999999994
69,348,14,10.07456,3.92544
69,349,13,9.517322,3.482678
69,350,12,8.771433,3.228567
69,351,11,9.795325,1.204675
69,352,10,11.269903,1.2699029999999993
69,353,9,13.285926,4.285926
69,354,8,12.036483,4.0364830000000005
69,355,7,10.540035,3.5400349999999996
69,356,6,8.935804,2.935803999999999
69,357,5,9.083621,4.083621000000001
69,358,4,8.381326,4.381326
69,359,3,9.191321,6.191321
69,360,2,8.842029,6.842029
69,361,1,10.757059,9.757059
69,362,0,8.787486,8.787486
